ProbeID	Chr	Locus	LRS	MaxLODpvalue	p001	p05	p10
1454252_at	10	rs6237927	6.795346	0.825000	17.520667	12.238365	10.964476
1454253_at	18	rs3671719	14.362824	0.149000	26.383362	17.473433	15.922226
1454254_s_at	4	rs3023025	10.256732	0.511000	27.129525	16.347901	14.621098
1454255_at	14	rs3710916	11.106677	0.368000	21.790391	15.334078	14.184370
1454256_s_at	19	mCV23482939	8.128767	0.840000	21.037827	14.950083	13.667859
1454257_at	5	rs6237838	8.240374	0.864000	23.741502	15.527604	14.306694
1454258_at	8	rs13479605	8.458673	0.491000	17.649215	12.760099	11.465196
1454259_s_at	6	rs6223362	8.682445	0.834000	26.769635	17.675077	15.958428
1454260_at	15	rs13459176	7.566544	0.866000	20.442877	13.523026	12.789755
1454261_at	8	rs13479605	10.236081	0.341000	22.310714	13.644890	12.352151
1454262_at	3	rs13477308	7.565781	0.673000	19.641799	11.748162	10.869147
1454263_at	11	rs3673722	11.390755	0.430000	23.567027	16.857852	15.311181
1454264_at	16	rs4180247	10.785414	0.444000	23.396193	16.335841	14.802259
1454265_a_at	8	rs13479605	9.051495	0.763000	28.338253	17.011828	15.743137
1454266_at	8	rs13479605	8.157670	0.763000	20.063393	13.697142	12.713071
1454267_a_at	12	rs13481425	9.926810	0.584000	26.610831	16.590558	14.706522
1454268_a_at	9	rs3705403	8.089723	0.707000	20.574021	12.757248	11.705459
1454269_s_at	1	rs6263067	11.219521	0.443000	32.719086	17.469555	15.202513
1454270_at	12	rs6170344	10.949258	0.348000	21.826011	14.911708	13.515200
1454271_at	8	rs13479605	7.281949	0.686000	18.769909	11.721684	10.689911
1454272_at	2	rs3660779	11.501236	0.164000	21.199300	13.855585	12.670050
1454273_at	8	rs13479842	8.432693	0.819000	25.813901	16.394940	14.600043
1454274_at	8	rs13479605	13.666390	0.147000	24.434554	16.403885	14.610850
1454275_at	18	rs8255038	16.191805	0.061000	27.455234	17.539893	15.037117
1454276_at	16	rs4206648	7.924672	0.753000	19.057911	13.162286	12.043415
1454277_at	12	gnf12.078.433	9.341182	0.548000	20.620736	14.399980	13.201215
1454278_at	9	rs6258765	8.544078	0.799000	25.276824	15.505209	14.208280
1454279_at	19	rs13483561	6.895957	0.924000	17.687510	13.593203	12.355772
1454280_at	9	rs6258765	10.756654	0.516000	25.090040	17.246695	15.373095
1454281_at	14	rs13482225	15.839295	0.059000	24.091193	16.092803	14.757328
1454282_at	1	rs3687595	6.387800	0.976000	17.751453	13.817139	12.762005
1454283_at	10	rs13480570	13.272392	0.265000	32.301018	17.652716	15.890796
1454284_at	8	rs13479605	8.174243	0.667000	18.486565	12.988464	11.910432
1454285_at	15	CEL-15_93879270	9.037487	0.672000	23.002852	15.670189	14.228189
1454286_at	1	rs3687595	7.707067	0.927000	25.467676	17.163955	15.316934
1454287_at	8	rs13479605	9.180659	0.348000	16.288006	11.948906	11.103353
1454288_at	3	rs6405415	10.795186	0.478000	24.558833	16.606718	14.678925
1454289_at	15	rs13482635	8.984952	0.800000	27.773931	16.771620	15.640728
1454291_at	19	rs6185741	8.798428	0.682000	23.210304	14.967600	13.663085
1454292_at	6	rs13478871	32.447674	0.000182	28.487853	17.903165	16.052061
1454293_at	12	rs6170344	10.161237	0.506000	24.945053	15.111686	14.032672
1454294_at	15	rs13482498	7.229506	0.882000	18.518205	13.541015	12.428771
1454295_at	14	rs13482225	7.764650	0.926000	29.429953	18.741541	16.505881
1454296_at	2	rs13476390	12.469380	0.188000	19.649414	14.894363	13.664112
1454297_at	9	rs3725272	10.267765	0.478000	23.336424	15.977831	14.242180
1454298_at	14	rs3710916	8.221893	0.808000	24.206300	14.794528	13.597275
1454299_at	5	rs3664617	11.460437	0.457000	26.858591	17.569438	15.785352
1454300_at	12	rs3685299	10.342475	0.420000	23.494265	15.165669	13.633660
1454301_at	10	rs13480570	9.940002	0.439000	18.643112	14.075815	12.952423
1454302_at	11	rs13481041	11.648023	0.346000	22.374085	16.106189	14.752092
1454303_at	8	rs6400423	7.010024	0.958000	27.323874	15.306324	14.011556
1454304_at	4	rs3680006	12.360201	0.237000	21.793155	15.688810	14.309694
1454305_at	13	rs6209128	5.555944	0.992000	20.404180	13.205092	12.255640
1454306_at	11	rs3673722	10.676378	0.556000	31.506899	17.266744	15.803832
1454307_at	9	rs13480365	6.532816	0.797000	16.912155	11.039729	10.185775
1454309_at	12	rs13481636	36.137656	0.000002	25.410981	16.719312	15.077803
1454310_at	8	rs6343961	11.438085	0.410000	26.767870	17.227942	15.487791
1454311_at	1	rs6263067	10.264755	0.502000	21.739960	15.639807	14.431851
1454313_at	8	rs13479605	7.901073	0.908000	26.763323	16.897306	15.241171
1454315_at	X	rs13483724	9.201478	0.765000	27.022271	16.640083	15.148662
1454316_at	2	rs3660779	7.166514	0.659000	19.111832	11.322641	10.169309
1454317_at	8	rs13479605	10.457438	0.327000	18.526239	13.940313	12.757697
1454318_at	16	rs4186283	7.490945	0.759000	16.851517	12.260177	11.167080
1454319_at	14	CEL-14_110783830	8.555368	0.641000	20.947306	14.039774	12.767162
1454320_at	14	rs3689508	14.702231	0.102000	27.216918	16.669751	14.841686
1454321_at	11	rs13481045	7.227618	0.950000	21.910339	15.325630	13.786339
1454322_at	5	gnf05.124.386	5.960273	0.905000	14.658091	10.654560	9.835561
1454323_at	1	rs6312657	11.032712	0.360000	26.925380	15.738233	14.140683
1454324_at	19	rs3658400	11.880194	0.308000	26.123436	15.678771	14.442954
1454326_at	8	rs13479605	9.225605	0.584000	21.718616	14.825854	13.078219
1454327_at	2	rs13476419	5.934128	0.940000	21.258294	12.358547	11.028018
1454328_at	12	rs13481630	7.673233	0.862000	18.451224	14.306407	13.001170
1454329_at	12	rs6170344	4.898556	0.926000	15.435431	8.965820	8.093056
1454330_at	10	rs6282839	9.365712	0.679000	22.266016	15.470194	14.180429
1454331_at	12	rs6170344	8.964794	0.640000	17.746746	13.005850	12.131132
1454332_at	4	CEL-4_95227224	16.814748	0.059000	28.824598	17.207432	15.518051
1454333_at	8	rs13479605	10.437702	0.536000	23.869417	16.183740	14.662495
1454334_at	2	rs13476419	8.958085	0.773000	30.737077	17.208630	15.289981
1454335_at	5	rs6284348	12.252748	0.193000	23.081798	15.541955	13.793498
1454336_at	12	rs6170344	7.584280	0.608000	16.966139	11.414614	10.550995
1454337_at	2	rs13476419	8.231621	0.738000	19.031594	14.249184	13.086128
1454338_at	1	rs13476208	23.214926	0.003500	26.528905	17.398323	15.527428
1454339_at	1	rs3687595	13.323253	0.140000	19.904031	15.499141	14.158459
1454340_at	9	rs13480365	7.401681	0.793000	17.324215	12.932329	11.761306
1454341_at	14	rs3710916	7.622525	0.903000	33.983148	16.667593	14.346986
1454342_at	10	rs13480575	8.304929	0.805000	21.298136	14.455584	13.105983
1454343_at	1	rs13476069	9.378943	0.668000	24.515553	15.688445	14.351750
1454344_at	8	rs13479605	8.640401	0.786000	28.937598	16.048107	14.734489
1454345_at	9	rs6258765	14.256109	0.054000	20.894786	14.486250	13.326089
1454346_at	14	rs13482276	8.641623	0.599000	18.083435	12.855751	11.766664
1454347_at	2	rs13476419	7.813389	0.705000	19.738139	12.814832	11.817456
1454348_at	8	rs13479605	12.751969	0.105000	20.482324	14.506809	12.866307
1454350_at	15	rs13482420	7.756795	0.917000	25.448777	16.799302	15.064336
1454351_at	2	CEL-2_50605053	8.300355	0.704000	18.625291	13.844492	12.631969
1454352_at	12	rs6170344	10.038470	0.566000	26.032335	16.225982	14.761819
1454353_at	14	rs13482225	8.912928	0.735000	24.318092	16.013006	14.584980
1454354_at	10	rs13480575	9.863492	0.394000	16.950953	13.392714	12.313096
1454355_at	12	rs13481617	12.907370	0.126000	19.380877	14.430800	13.193529
1454356_at	5	rs6237838	8.652290	0.808000	28.069234	16.159178	14.645976
1454357_at	12	rs13481541	9.787014	0.523000	23.083813	15.224663	13.794710
1454358_at	12	rs3685299	16.719198	0.011000	23.210830	14.154004	12.969871
1454359_at	11	D11Mit231	8.396462	0.852000	26.382138	16.505874	14.902692
1454360_at	8	rs13479605	9.091047	0.276000	19.627336	11.450401	10.541557
1454361_at	2	D2Mit205	9.869719	0.545000	26.148118	15.190160	13.856060
1454362_at	19	rs13483605	10.657948	0.465000	24.090597	15.767669	14.289332
1454363_at	7	CEL-7_36442524	8.982802	0.709000	22.503781	16.536976	14.872130
1454364_at	12	gnf12.078.433	10.058428	0.663000	32.822004	17.438657	15.731084
1454365_at	16	rs4206648	5.575985	0.939000	18.331143	10.461695	9.709598
1454366_at	12	rs6170344	7.857283	0.463000	24.065989	11.255464	10.349984
1454368_at	12	rs13481565	12.697667	0.227000	23.895224	16.795328	14.840279
1454369_a_at	8	rs13479605	7.131330	0.851000	22.537348	13.104620	11.888070
1454370_at	19	mCV25314100	7.947698	0.343000	17.684834	10.313426	9.508966
1454371_at	2	rs13476419	7.128119	0.711000	21.761680	11.694265	10.918627
1454372_at	7	rs3658777	10.650654	0.201000	20.499554	13.070593	11.903109
1454374_at	9	rs3673457	15.258388	0.092000	23.331278	16.612309	15.138027
1454375_at	4	rs6232550	6.853236	0.971000	28.428338	16.609610	15.165531
1454377_at	16	rs4221305	7.840536	0.866000	22.092212	14.313672	13.074547
1454379_at	10	rs13480575	10.939266	0.451000	23.204795	16.346755	15.016111
1454380_at	2	D2Mit205	10.115224	0.463000	27.479822	14.675309	13.448793
1454381_at	2	CEL-2_50605053	9.760930	0.480000	21.237026	14.747412	13.304942
1454382_at	11	rs3673722	10.800634	0.558000	29.919257	17.780831	15.648998
1454383_at	12	rs6170344	12.303984	0.112000	20.794676	13.623088	12.680550
1454384_at	15	rs13482726	13.465071	0.188000	27.239691	17.015792	15.360690
1454385_at	5	rs6402980	8.669402	0.775000	22.085586	15.623304	14.276136
1454386_at	10	rs13480734	8.414700	0.820000	22.515006	16.246691	14.684828
1454387_at	8	rs13480026	11.231406	0.344000	22.849237	15.575102	14.129861
1454388_at	5	rs3708411	13.280997	0.209000	21.702362	16.455430	14.915073
1454389_at	1	rs3687595	8.992987	0.737000	23.156758	16.404222	14.950667
1454391_at	9	rs13480365	4.896870	0.959000	14.773190	9.605389	8.822754
1454392_at	2	rs6170908	8.996576	0.785000	24.812814	17.353092	15.494922
1454393_at	12	gnf12.078.433	9.793107	0.648000	23.674198	16.821005	15.194091
1454394_at	2	CEL-2_50605053	13.831878	0.040000	18.317252	13.493495	12.407872
1454395_at	11	gnf11.125.992	7.654725	0.901000	24.434364	15.206625	13.821504
1454396_at	8	rs13479605	9.607086	0.545000	24.284154	14.782819	13.497518
1454397_at	7	rs3658777	10.682861	0.539000	25.383386	15.985380	14.740201
1454398_at	8	rs6343961	9.376632	0.755000	27.176098	17.647784	15.921594
1454399_at	12	rs13481630	10.305322	0.537000	23.191160	15.768443	14.266236
1454401_at	11	rs3673722	6.503670	0.681000	14.437048	10.140645	9.398050
1454402_at	17	rs3662820	71.326980	0.000002	33.276036	19.398903	17.192849
1454403_at	8	rs13479605	11.118427	0.280000	19.915727	14.347140	13.198230
1454404_at	2	rs13476350	16.499775	0.041000	23.907278	16.050661	14.183440
1454405_at	8	rs13479605	10.983868	0.174000	16.617739	12.819317	11.828112
1454406_at	14	gnf14.109.204	9.136493	0.780000	26.821218	17.869796	15.774595
1454407_at	8	rs13479605	11.262130	0.316000	22.593104	15.114883	13.585488
1454408_at	8	rs6343961	8.360907	0.846000	33.870691	17.127819	15.406115
1454409_at	9	rs6258765	10.018225	0.366000	19.518112	13.984079	12.907796
1454410_at	5	rs6402980	7.360512	0.961000	24.219015	16.449228	15.032794
1454412_at	14	rs3689508	12.596704	0.289000	30.563085	16.860968	15.380312
1454413_at	9	rs3703662	8.352534	0.513000	16.503948	12.139442	11.194884
1454414_at	19	rs6191324	10.673814	0.406000	20.094351	14.832642	13.353311
1454415_at	8	rs13479605	8.772916	0.745000	26.808673	14.930118	13.544836
1454416_at	8	rs13479605	8.583356	0.341000	16.594337	11.481191	10.292566
1454417_at	2	rs13459060	11.557565	0.302000	22.156858	15.261942	14.026229
1454418_at	2	rs13476352	12.354490	0.243000	24.161693	15.479815	14.110039
1454419_at	8	rs13479605	8.072480	0.673000	18.330428	12.302380	11.538302
1454420_at	2	rs13476419	11.932612	0.167000	19.152354	13.931168	12.785117
1454421_at	11	rs13481041	9.003811	0.704000	22.991869	15.543674	14.282298
1454422_at	2	rs13476350	10.227205	0.617000	28.234311	16.761888	15.508572
1454423_at	12	rs6170344	8.396253	0.696000	21.137581	14.002972	12.798093
1454424_at	10	rs13480759	15.709347	0.062000	24.505134	16.273207	14.779320
1454425_at	2	rs13476419	8.264544	0.822000	20.587146	15.106181	13.846426
1454426_at	8	rs13479605	9.401019	0.686000	24.038596	15.852785	14.696007
1454427_at	2	rs13476419	10.951551	0.429000	21.362282	15.516119	14.280711
1454428_at	2	rs13476419	12.305416	0.088000	19.915489	13.506767	12.165562
1454429_at	5	rs3703261	8.435043	0.811000	25.051393	15.376223	14.291648
1454430_at	2	rs13476419	9.819874	0.378000	22.965082	13.183671	12.162492
1454431_at	12	rs6170344	6.717873	0.630000	16.717340	10.622210	9.815111
1454432_at	2	rs13476419	7.925389	0.864000	19.838910	15.018979	13.619728
1454433_at	8	rs6400423	8.896676	0.573000	19.316822	13.597294	12.426869
1454434_at	1	rs6312657	10.277870	0.366000	21.603993	14.723315	13.214574
1454435_at	8	rs13479605	7.672614	0.680000	19.190900	12.283631	11.276762
1454436_at	9	rs13480365	6.067632	0.790000	20.679497	10.176733	9.227179
1454438_at	14	rs3689508	11.375690	0.172000	21.794936	13.515952	12.458825
1454439_at	12	rs13481630	11.064504	0.346000	20.804926	14.897484	13.642133
1454440_at	8	rs6343961	10.619988	0.477000	22.145731	16.377272	14.515184
1454441_at	1	rs4222763	9.210779	0.735000	23.655665	16.550231	14.741264
1454442_at	9	rs6205631	6.516355	0.969000	21.431328	15.505388	14.186372
1454443_at	12	rs6170344	12.481810	0.072000	20.921879	13.310725	11.911587
1454444_at	12	rs6170344	9.063759	0.626000	20.145847	13.921674	12.849058
1454445_at	19	mCV25314100	7.275386	0.811000	16.456093	12.259764	11.224208
1454446_at	19	D19Mit40	9.127188	0.742000	27.050479	16.325224	14.996380
1454447_at	10	gnf10.025.923	8.728686	0.804000	21.627896	16.355359	14.749760
1454448_at	12	rs13481565	9.797973	0.585000	21.131201	14.945568	14.092502
1454449_at	1	rs6302966	11.062837	0.354000	21.274421	14.810706	13.710241
1454450_at	8	rs13479605	7.927359	0.662000	18.395842	12.997605	11.660307
1454451_at	8	rs13479605	8.564538	0.797000	30.073291	16.454898	14.886741
1454452_at	2	rs13459060	8.613732	0.506000	17.933946	13.243660	11.855608
1454453_at	12	rs6170344	9.167897	0.358000	21.409122	12.253358	10.975486
1454454_at	12	rs13481565	13.592933	0.217000	24.780735	17.601361	15.727146
1454455_at	8	rs13479605	10.258833	0.426000	22.867176	14.936513	13.496978
1454456_at	5	rs13459088	16.023757	0.060000	24.785980	16.315475	15.011242
1454458_at	8	rs13479605	7.804177	0.659000	18.486401	12.453575	11.400394
1454459_at	2	rs13476419	10.481512	0.282000	20.310368	13.635220	12.438140
1454460_at	19	rs6193060	8.395795	0.772000	20.466374	14.483434	13.051075
1454461_at	8	rs6343961	10.751015	0.315000	21.856379	14.543365	13.215778
1454462_at	15	rs13459176	9.363895	0.689000	23.539592	15.797398	14.613074
1454463_at	8	rs6399377	7.519865	0.720000	18.452372	12.349731	11.408875
1454464_at	8	rs13479605	11.488631	0.384000	23.088927	16.256726	14.752174
1454465_at	8	rs13479605	5.953539	0.874000	16.459748	10.373392	9.663474
1454466_at	8	rs6400423	7.633825	0.804000	25.052408	13.169313	12.096966
1454467_at	10	rs13480802	6.874378	0.916000	19.704088	13.872958	12.572316
1454468_at	3	rs3720498	13.485844	0.248000	32.270997	18.106428	16.278829
1454469_at	2	rs13476419	10.539870	0.383000	18.515339	14.227035	13.158296
1454470_at	8	rs13479605	8.612686	0.565000	18.954008	12.952244	12.015776
1454471_at	5	rs13459088	11.012223	0.467000	25.377429	16.866697	15.108510
1454472_at	2	rs13476390	8.700829	0.855000	29.468840	18.490301	15.952524
1454473_at	14	rs3689508	11.914072	0.340000	25.303377	16.459890	14.818200
1454474_at	19	rs13483605	8.746126	0.467000	15.487276	11.877550	11.178094
1454475_at	2	rs13476419	8.435738	0.556000	21.087199	12.695800	11.625459
1454476_at	8	rs6343961	11.376989	0.268000	23.607467	15.142080	13.352400
1454477_at	8	rs13479605	12.067391	0.364000	27.905910	17.252935	15.419294
1454478_at	9	rs13480365	8.707422	0.558000	18.890510	12.791936	11.813341
1454479_at	12	rs6170344	8.078665	0.675000	20.645239	13.145736	11.965818
1454480_at	2	rs13476419	9.881933	0.288000	26.096132	13.300341	11.655102
1454481_at	2	rs13459060	10.744558	0.193000	18.513064	12.687618	11.714141
1454482_at	12	gnf12.084.566	8.715872	0.791000	26.798116	16.818495	15.039193
1454483_at	2	rs13459060	9.956983	0.604000	23.642782	16.786675	15.155704
1454484_at	5	rs13478499	9.769269	0.528000	24.115118	15.428263	14.026688
1454485_at	16	rs4215932	7.832619	0.791000	20.954646	13.725249	12.568968
1454486_at	8	rs6400423	7.657737	0.920000	23.974791	16.216141	15.084289
1454487_at	7	rs13479451	13.180146	0.214000	23.070536	16.548894	15.202888
1454489_at	8	rs6343961	6.427190	0.725000	15.535146	10.409405	9.553289
1454490_at	2	rs13476419	10.798200	0.194000	23.916623	12.936836	12.014573
1454491_at	12	rs6170344	9.889079	0.327000	18.997718	13.247962	12.051367
1454492_at	1	rs6174159	7.818193	0.888000	24.978635	14.762913	13.816735
1454493_at	2	rs3660779	9.108562	0.597000	27.088967	14.450681	13.046468
1454494_at	8	rs13479605	9.464559	0.385000	20.386264	12.824725	11.762305
1454495_at	10	rs6237927	7.124918	0.841000	20.376608	12.663696	11.491438
1454496_at	10	rs3696307	8.165446	0.785000	18.500125	14.063011	12.998763
1454497_at	8	rs13479605	13.934779	0.128000	21.920205	15.659847	14.318361
1454498_at	X	CEL-X_93828383	6.690731	0.983000	26.773984	16.233771	14.861894
1454499_at	8	rs13479605	7.448029	0.913000	26.535843	15.849994	14.455860
1454500_at	4	rs3704486	5.999992	0.960000	17.778209	12.263853	11.265445
1454501_at	2	CEL-2_18096278	15.848454	0.104000	27.819665	17.885241	15.980003
1454502_at	11	gnf11.125.992	8.884022	0.668000	20.389737	14.687573	13.272184
1454503_at	11	gnf11.125.992	9.753132	0.576000	24.718781	14.939946	13.693344
1454504_at	8	rs13479605	9.050794	0.561000	25.051827	14.005762	12.786222
1454505_at	8	rs13479605	10.067707	0.619000	24.880355	16.742554	15.058018
1454506_at	19	D19Mit40	7.605487	0.839000	18.385541	13.925538	12.579357
1454507_at	3	rs13476950	6.986880	0.979000	32.580512	17.489217	15.624615
1454509_at	2	rs13459060	7.192535	0.940000	20.173996	15.391066	14.013023
1454510_at	2	rs3681655	11.475067	0.444000	26.461308	17.473972	15.575788
1454511_at	19	D19Mit40	10.876685	0.247000	20.232936	13.811170	12.669521
1454512_at	1	gnf01.107.327	8.287033	0.834000	20.182454	15.385505	13.942354
1454513_at	X	rs13483724	6.609069	0.927000	21.736665	13.302394	12.166602
1454514_at	11	rs3673722	6.810926	0.953000	21.163431	13.568549	12.691713
1454515_at	16	rs4221305	7.268859	0.941000	21.170571	15.528754	14.304342
1454516_at	2	rs13459060	6.382407	0.968000	19.461896	13.225627	12.303717
1454517_at	4	rs13477532	8.604414	0.755000	21.931824	15.141102	13.776018
1454518_at	14	rs3710916	9.986502	0.593000	29.726178	16.537566	14.787586
1454519_at	9	rs6167970	10.129590	0.512000	22.997889	15.338088	14.059290
1454520_at	2	rs13476419	9.428606	0.410000	17.697872	12.603658	11.552698
1454521_at	1	rs6312657	9.910774	0.629000	35.381825	16.659322	14.596183
1454522_at	8	rs13479605	8.299210	0.509000	18.230194	12.159712	11.182865
1454523_at	4	rs6404906	20.909993	0.008000	25.277120	16.840769	15.256186
1454524_at	8	rs13479605	8.403178	0.868000	25.066081	16.998010	15.365787
1454525_at	1	rs13476044	9.962242	0.615000	23.599725	15.923751	14.548473
1454526_at	8	rs13479605	11.236998	0.375000	22.748698	15.378905	14.122860
1454527_at	1	rs3689947	9.064031	0.774000	28.891929	16.323089	15.082566
1454528_at	5	rs6402980	13.903863	0.140000	28.285955	16.513394	14.740787
1454529_at	4	rs6316136	9.955869	0.603000	24.983037	16.612123	14.685379
1454530_at	11	rs3673722	7.595876	0.833000	19.604133	13.441575	12.305567
1454531_at	2	rs6318808	6.777388	0.947000	20.020699	14.005882	12.952803
1454532_at	14	rs3710916	12.145722	0.297000	24.634795	16.536136	14.765740
1454533_at	8	rs13479605	10.872907	0.537000	34.462263	18.667338	16.499081
1454535_at	5	rs3662682	11.577840	0.299000	23.509287	15.526971	14.237817
1454536_at	1	mCV23695025	8.438676	0.859000	26.687688	16.908788	15.407444
1454537_at	16	rs4206648	7.530665	0.882000	21.349577	14.680920	13.265377
1454538_at	15	CEL-15_93879270	19.594690	0.007500	22.198374	16.215814	14.712635
1454539_at	8	rs13479605	11.329211	0.413000	23.792850	16.259030	14.568749
1454540_at	16	rs4206648	10.678248	0.537000	24.533209	16.445882	15.167533
1454542_at	8	rs13479605	9.431714	0.724000	28.478599	17.559725	15.318265
1454543_at	8	rs13479605	11.691696	0.320000	24.994742	16.403791	14.623005
1454544_at	8	rs13479605	8.632469	0.748000	20.805331	14.966754	13.865894
1454545_at	8	rs13479605	7.316431	0.859000	27.274940	12.920191	11.942573
1454546_at	1	rs3687595	6.554344	0.988000	31.135983	16.967770	15.213089
1454547_at	8	rs13479605	7.661258	0.763000	19.955931	12.986492	11.782941
1454548_at	2	rs13476419	10.965477	0.241000	19.046871	13.566969	12.474483
1454549_at	9	rs8254361	15.123303	0.088000	26.279896	16.565697	14.876330
1454550_at	8	rs6399377	7.927897	0.836000	26.808530	15.688634	14.219769
1454551_at	1	rs13476045	8.266890	0.815000	20.006169	14.467144	13.430216
1454552_at	2	rs13476419	12.071992	0.119000	17.994907	13.492915	12.387946
1454553_at	8	rs13479605	9.880772	0.467000	25.240494	14.631238	13.306858
1454554_at	19	rs13483549	8.809353	0.731000	25.792283	15.262449	14.155497
1454555_at	12	rs6170344	11.827484	0.206000	18.575664	14.156906	13.185855
1454556_at	8	rs13479605	10.437702	0.415000	22.984908	15.177844	13.608891
1454557_at	11	CEL-11_121219118	9.267262	0.768000	26.270981	16.866233	15.311870
1454558_at	14	rs3689508	8.343715	0.626000	17.610842	13.016196	11.889458
1454559_at	7	CEL-7_36442524	8.363122	0.757000	24.385169	14.401368	13.241708
1454560_at	8	rs13479605	10.599256	0.543000	24.246268	17.309843	15.367121
1454561_at	7	rs3658777	8.424027	0.809000	24.998319	16.469172	14.460950
1454563_at	19	D19Mit40	7.440815	0.717000	20.036640	12.177354	11.314259
1454564_at	13	rs3724755	13.843085	0.058000	18.785845	14.216984	13.059671
1454565_at	8	rs13479605	9.716643	0.429000	23.646180	13.506964	12.379685
1454566_at	12	gnf12.035.312	11.276374	0.434000	24.353844	17.110612	15.326396
1454567_at	8	rs13479605	9.243280	0.733000	26.151909	16.717318	15.002288
1454568_at	12	rs6170344	9.660480	0.679000	25.544119	16.697175	15.205437
1454569_at	12	gnf12.078.433	11.883484	0.398000	26.163482	17.133334	15.546420
1454570_at	2	rs3709716	9.818961	0.580000	22.321140	15.025372	14.004832
1454571_at	16	rs4206648	7.409091	0.885000	21.176842	14.368614	13.012762
1454572_at	18	rs3671719	9.603733	0.651000	23.496343	15.984550	14.382655
1454573_at	8	rs13479605	9.466524	0.431000	21.088838	13.066630	12.196450
1454574_at	15	rs3702158	8.848333	0.726000	19.883513	14.727661	13.265021
1454575_at	6	rs3698072	8.949969	0.748000	27.914763	16.485190	14.701605
1454576_at	12	rs6170344	7.263396	0.694000	21.580858	11.964066	10.700968
1454577_at	2	rs13476419	12.736800	0.067000	18.372548	13.252019	12.148053
1454578_at	14	UT_9_81.82101	8.323633	0.072000	13.555629	8.686916	8.039634
1454579_at	1	rs6316488	6.888946	0.677000	14.577278	10.392016	9.659316
1454581_at	8	rs6343961	7.649511	0.794000	19.369018	13.453282	11.996241
1454582_at	2	rs13476419	7.596977	0.683000	19.721526	12.023993	11.037183
1454583_at	2	rs13476419	7.898316	0.739000	22.359409	13.435034	12.190065
1454584_at	8	rs13479605	6.427887	0.987000	24.183138	15.971880	14.467143
1454585_at	1	rs3687595	6.291926	0.978000	20.797457	14.410171	13.242905
1454587_at	1	rs13475920	8.254651	0.867000	27.938022	16.506879	15.032099
1454588_at	5	CEL-5_3149134	11.727678	0.333000	23.328574	15.933014	14.678511
1454589_at	8	rs13479605	10.751243	0.379000	20.858132	15.104455	13.722148
1454590_at	16	rs4186283	7.337280	0.893000	24.378174	14.144026	12.889362
1454592_at	6	rs13478727	12.143101	0.192000	20.552552	14.575760	13.391154
1454593_at	2	rs13476419	8.124995	0.613000	19.721975	12.810547	11.663125
1454594_at	5	rs6256752	7.650920	0.860000	20.665579	14.914704	13.767096
1454595_at	8	rs6343961	6.390711	0.808000	17.884454	10.936018	10.141101
1454596_at	2	rs13459060	10.537283	0.385000	22.063426	14.962469	13.561346
1454597_at	5	rs3664617	10.889103	0.500000	31.836681	17.395429	15.513618
1454598_at	1	rs6302966	8.359148	0.787000	24.143652	15.296877	13.745519
1454599_at	8	rs13479605	11.259118	0.247000	19.301408	14.524020	12.978683
1454600_at	8	rs13479605	7.437956	0.504000	15.201112	10.407280	9.653981
1454602_s_at	12	rs6170344	9.295540	0.495000	23.180962	13.926578	12.564373
1454603_a_at	9	rs13480365	9.839719	0.345000	20.930951	12.657110	11.902109
1454604_s_at	5	rs13478563	11.664346	0.431000	28.033423	17.427370	15.825653
1454605_a_at	9	rs6167970	9.256574	0.658000	21.497981	14.728114	13.648008
1454606_at	1	gnf01.107.327	10.416514	0.231000	20.780980	12.545550	11.667157
1454607_s_at	8	mCV24506226	19.262552	0.020000	24.021895	17.291697	15.933316
1454608_x_at	5	rs3706626	9.588990	0.697000	29.145781	16.861227	15.235183
1454609_x_at	1	rs13476208	10.564610	0.422000	20.989737	15.105241	13.940714
1454610_at	5	rs3664617	8.246498	0.826000	23.199788	15.282987	13.702855
1454611_a_at	18	rs13483314	11.458622	0.281000	21.303204	14.953266	13.503759
1454612_at	18	gnf18.027.000	9.716114	0.609000	25.550958	15.809995	14.127481
1454613_at	10	rs13480802	7.908530	0.866000	22.592465	14.813336	13.413455
1454614_at	12	rs3686437	7.123350	0.952000	20.578139	15.359812	14.006683
1454615_x_at	8	gnf08.119.598	9.866869	0.625000	24.500047	16.516859	15.005497
1454616_at	2	rs13476419	8.127037	0.557000	18.537431	12.407833	11.272394
1454617_at	16	rs4221305	11.262858	0.389000	22.377343	16.143056	14.453259
1454618_at	2	D2Mit205	9.854750	0.570000	21.199795	15.089955	13.870219
1454619_at	10	gnf10.025.923	8.451292	0.701000	23.365807	13.493703	12.561145
1454621_s_at	14	rs3692863	10.219980	0.398000	24.304853	14.434779	13.079081
1454622_at	19	CEL-19_48014568	12.873380	0.268000	25.078855	17.146024	15.380148
1454623_at	8	rs13479605	8.234269	0.774000	21.270503	14.521735	13.145741
1454624_at	12	rs6170344	9.206451	0.791000	25.284112	17.471998	15.838675
1454625_at	5	rs6284348	13.674939	0.186000	27.084762	16.866172	15.205618
1454626_at	19	mCV25314100	8.059693	0.748000	19.991364	13.741398	12.753499
1454628_at	17	rs13482934	7.300581	0.954000	23.233869	16.120127	14.626197
1454629_at	1	rs13476044	12.457173	0.334000	28.577780	17.633221	15.601827
1454630_at	8	rs6400423	9.366879	0.588000	24.991716	14.516508	13.265562
